26-05-2018 12.00, 77
26-05-2018 13.00, 726
26-05-2018 14.00, 14
26-05-2018 15.00, 0
26-05-2018 16.00, 241
26-05-2018 17.00, 499
26-05-2018 18.00, 102
26-05-2018 19.00, 234
26-05-2018 20.00, 3
26-05-2018 21.00, 322
26-05-2018 22.00, 735
26-05-2018 23.00, 546
27-05-2018 00.00, 1255
27-05-2018 01.00, 2097
27-05-2018 02.00, 2710
27-05-2018 03.00, 1683
27-05-2018 04.00, 1144
27-05-2018 05.00, 0
27-05-2018 06.00, 0
27-05-2018 07.00, 0
27-05-2018 08.00, 0
27-05-2018 09.00, 0
27-05-2018 10.00, 0
27-05-2018 11.00, 323
27-05-2018 12.00, 1698
27-05-2018 13.00, 5
27-05-2018 14.00, 756
27-05-2018 15.00, 729
27-05-2018 16.00, 0
27-05-2018 17.00, 8451
27-05-2018 18.00, 111
27-05-2018 19.00, 4742
27-05-2018 20.00, 14
27-05-2018 21.00, 1452
27-05-2018 22.00, 370
27-05-2018 23.00, 444
28-05-2018 00.00, 256
28-05-2018 01.00, 184
28-05-2018 02.00, 2459
28-05-2018 03.00, 0
28-05-2018 04.00, 0
28-05-2018 05.00, 0
28-05-2018 06.00, 0
28-05-2018 07.00, 0
28-05-2018 08.00, 0
28-05-2018 09.00, 125
28-05-2018 10.00, 590
28-05-2018 11.00, 545
28-05-2018 12.00, 1451
28-05-2018 13.00, 251
28-05-2018 14.00, 0
28-05-2018 15.00, 0
28-05-2018 16.00, 81
28-05-2018 17.00, 1408
28-05-2018 18.00, 679
28-05-2018 19.00, 182
28-05-2018 20.00, 90
28-05-2018 21.00, 258
28-05-2018 22.00, 981
28-05-2018 23.00, 2350
29-05-2018 00.00, 225
29-05-2018 01.00, 446
29-05-2018 02.00, 1481
29-05-2018 03.00, 0
29-05-2018 04.00, 0
29-05-2018 05.00, 0
29-05-2018 06.00, 0
29-05-2018 07.00, 0
29-05-2018 08.00, 0
29-05-2018 09.00, 254
29-05-2018 10.00, 2556
29-05-2018 11.00, 2336
29-05-2018 12.00, 226
29-05-2018 13.00, 200
29-05-2018 14.00, 437
29-05-2018 15.00, 37
29-05-2018 16.00, 695
29-05-2018 17.00, 4803
29-05-2018 18.00, 46
29-05-2018 19.00, 141
29-05-2018 20.00, 55
29-05-2018 21.00, 707
29-05-2018 22.00, 2187
29-05-2018 23.00, 674
30-05-2018 00.00, 109
30-05-2018 01.00, 3050
30-05-2018 02.00, 0
30-05-2018 03.00, 0
30-05-2018 04.00, 0
30-05-2018 05.00, 0
30-05-2018 06.00, 0
30-05-2018 07.00, 0
30-05-2018 08.00, 0
30-05-2018 09.00, 1321
30-05-2018 10.00, 896
30-05-2018 11.00, 163
30-05-2018 12.00, 33
30-05-2018 13.00, 965
30-05-2018 14.00, 11
30-05-2018 15.00, 133
30-05-2018 16.00, 529
30-05-2018 17.00, 93
30-05-2018 18.00, 156
30-05-2018 19.00, 371
30-05-2018 20.00, 3479
30-05-2018 21.00, 55
30-05-2018 22.00, 44
30-05-2018 23.00, 871
31-05-2018 00.00, 302
31-05-2018 01.00, 1613
31-05-2018 02.00, 0
31-05-2018 03.00, 0
31-05-2018 04.00, 0
31-05-2018 05.00, 0
31-05-2018 06.00, 0
31-05-2018 07.00, 0
31-05-2018 08.00, 0
31-05-2018 09.00, 172
31-05-2018 10.00, 724
31-05-2018 11.00, 43
31-05-2018 12.00, 1507
31-05-2018 13.00, 342
31-05-2018 14.00, 311
31-05-2018 15.00, 28
31-05-2018 16.00, 262
31-05-2018 17.00, 20
31-05-2018 18.00, 76
31-05-2018 19.00, 134
31-05-2018 20.00, 171
31-05-2018 21.00, 195
31-05-2018 22.00, 404
31-05-2018 23.00, 292
01-06-2018 00.00, 352
01-06-2018 01.00, 721
01-06-2018 02.00, 1974
01-06-2018 03.00, 0
01-06-2018 04.00, 0
01-06-2018 05.00, 0
01-06-2018 06.00, 0
01-06-2018 07.00, 12
01-06-2018 08.00, 0
01-06-2018 09.00, 377
01-06-2018 10.00, 148
01-06-2018 11.00, 42
01-06-2018 12.00, 1416
01-06-2018 13.00, 770
01-06-2018 14.00, 565
01-06-2018 15.00, 390
01-06-2018 16.00, 69
01-06-2018 17.00, 459
01-06-2018 18.00, 818
01-06-2018 19.00, 77
01-06-2018 20.00, 270
01-06-2018 21.00, 231
01-06-2018 22.00, 118
01-06-2018 23.00, 15
02-06-2018 00.00, 145
02-06-2018 01.00, 172
02-06-2018 02.00, 210
02-06-2018 03.00, 2621
02-06-2018 04.00, 60
02-06-2018 05.00, 0
02-06-2018 06.00, 0
02-06-2018 07.00, 0
02-06-2018 08.00, 0
02-06-2018 09.00, 0
02-06-2018 10.00, 0
02-06-2018 11.00, 0
02-06-2018 13.00, 1371
02-06-2018 14.00, 594
02-06-2018 15.00, 322
02-06-2018 16.00, 819
02-06-2018 17.00, 1
02-06-2018 18.00, 434
02-06-2018 19.00, 536
02-06-2018 20.00, 120
02-06-2018 21.00, 307
02-06-2018 21.09, 1601
02-06-2018 22.39, 401
02-06-2018 23.00, 0
02-06-2018 23.19, 2397
03-06-2018 00.00, 68
03-06-2018 01.00, 1650
03-06-2018 02.00, 13
03-06-2018 03.00, 27
03-06-2018 04.00, 0
03-06-2018 05.00, 0
03-06-2018 06.00, 0
03-06-2018 07.00, 0
03-06-2018 08.00, 0
03-06-2018 09.00, 0
03-06-2018 10.00, 0
03-06-2018 11.00, 148
03-06-2018 12.00, 792
03-06-2018 13.00, 638
03-06-2018 14.00, 11
03-06-2018 15.00, 129
03-06-2018 16.00, 0
03-06-2018 17.00, 281
03-06-2018 18.00, 478
03-06-2018 19.00, 446
03-06-2018 20.00, 77
03-06-2018 21.00, 97
03-06-2018 22.00, 1648
03-06-2018 23.00, 2051
04-06-2018 00.00, 2129
04-06-2018 01.00, 1465
04-06-2018 02.00, 123
04-06-2018 03.00, 4
04-06-2018 04.00, 0
04-06-2018 05.00, 0
04-06-2018 06.00, 0
04-06-2018 07.00, 0
04-06-2018 08.00, 0
04-06-2018 09.00, 169
04-06-2018 09.03, 0
04-06-2018 10.00, 142
04-06-2018 11.00, 432
04-06-2018 12.00, 700
04-06-2018 13.00, 1216
04-06-2018 14.00, 191
04-06-2018 15.00, 88
04-06-2018 16.00, 457
04-06-2018 17.00, 145
04-06-2018 18.00, 10
04-06-2018 19.00, 233
04-06-2018 20.00, 24
04-06-2018 21.00, 121
04-06-2018 22.00, 183
04-06-2018 23.00, 476
05-06-2018 00.00, 322
05-06-2018 01.00, 563
05-06-2018 02.00, 2082
05-06-2018 03.00, 0
05-06-2018 04.00, 0
05-06-2018 05.00, 0
05-06-2018 06.00, 0
05-06-2018 07.00, 0
05-06-2018 08.00, 0
05-06-2018 09.00, 133
05-06-2018 10.00, 2279
05-06-2018 11.00, 258
05-06-2018 12.00, 390
05-06-2018 13.00, 86
05-06-2018 14.00, 0
05-06-2018 15.00, 31
05-06-2018 16.00, 195
05-06-2018 17.00, 58
05-06-2018 18.00, 72
05-06-2018 19.00, 1322
05-06-2018 20.00, 1061
05-06-2018 21.00, 489
05-06-2018 22.00, 156
05-06-2018 23.00, 310
06-06-2018 00.00, 1564
06-06-2018 01.00, 914
06-06-2018 02.00, 2262
06-06-2018 03.00, 0
06-06-2018 04.00, 0
06-06-2018 05.00, 0
06-06-2018 06.00, 0
06-06-2018 07.00, 0
06-06-2018 08.00, 0
06-06-2018 09.00, 160
06-06-2018 10.00, 210
06-06-2018 11.00, 267
06-06-2018 12.00, 18
06-06-2018 13.00, 1208
06-06-2018 14.00, 68
06-06-2018 15.00, 32
06-06-2018 16.00, 51
06-06-2018 17.00, 27
06-06-2018 18.00, 111
06-06-2018 19.00, 30
06-06-2018 20.00, 44
06-06-2018 21.00, 614
06-06-2018 22.00, 153
06-06-2018 23.00, 12
07-06-2018 00.00, 2083
07-06-2018 01.00, 209
07-06-2018 02.00, 2705
07-06-2018 03.00, 0
07-06-2018 04.00, 0
07-06-2018 05.00, 0
07-06-2018 06.00, 0
07-06-2018 07.00, 0
07-06-2018 08.00, 0
07-06-2018 09.00, 33
07-06-2018 10.00, 217
07-06-2018 11.00, 1339
07-06-2018 12.00, 119
07-06-2018 13.00, 41
07-06-2018 14.00, 181
07-06-2018 15.00, 156
07-06-2018 16.00, 88
07-06-2018 17.00, 171
07-06-2018 18.00, 5
07-06-2018 19.00, 71
07-06-2018 20.00, 40
07-06-2018 21.00, 26
07-06-2018 22.00, 131
07-06-2018 23.00, 414
08-06-2018 00.00, 1093
08-06-2018 01.00, 374
08-06-2018 02.00, 2
08-06-2018 03.00, 0
08-06-2018 04.00, 0
08-06-2018 05.00, 0
08-06-2018 06.00, 0
08-06-2018 07.00, 0
08-06-2018 08.00, 0
08-06-2018 09.00, 531
08-06-2018 10.00, 1530
08-06-2018 11.00, 233
08-06-2018 12.00, 26
08-06-2018 13.00, 2662
08-06-2018 14.00, 61
08-06-2018 14.00, 61
08-06-2018 15.00, 30
08-06-2018 16.00, 451
08-06-2018 17.00, 3
08-06-2018 18.00, 146
08-06-2018 19.00, 385
08-06-2018 20.00, 504
08-06-2018 21.00, 23
08-06-2018 22.00, 172
08-06-2018 23.00, 233
09-06-2018 00.00, 327
09-06-2018 01.00, 127
09-06-2018 02.00, 1964
09-06-2018 03.00, 0
09-06-2018 04.00, 0
09-06-2018 05.00, 0
09-06-2018 06.00, 0
